,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-10-11 08:00:00,08:00:00,08:00:59,2267,2596,16925.0,22,16930.0,21,16930.0,16945.0,16925.0,16940.0,340,57,16940,26,16945,74
2016-10-11 08:01:00,08:01:02,08:01:54,2604,3091,16940.0,42,16945.0,72,16945.0,16945.0,16925.0,16930.0,696,-249,16925,30,16930,47
2016-10-11 08:02:00,08:02:00,08:02:59,3107,3353,16925.0,41,16930.0,47,16930.0,16945.0,16925.0,16945.0,224,132,16940,56,16945,25
2016-10-11 08:03:00,08:03:00,08:03:59,3356,3706,16940.0,56,16945.0,25,16945.0,16955.0,16940.0,16950.0,353,249,16950,58,16955,38
2016-10-11 08:04:00,08:04:01,08:04:58,3711,4203,16950.0,59,16955.0,39,16955.0,16990.0,16955.0,16975.0,772,392,16970,85,16975,46
2016-10-11 08:05:00,08:05:02,08:05:10,4213,4248,16970.0,102,16975.0,6,16975.0,16980.0,16975.0,16980.0,37,37,16975,56,16980,51
2016-10-11 08:06:00,08:06:02,08:06:57,4300,4494,16975.0,54,16980.0,72,16980.0,16980.0,16970.0,16970.0,264,-176,16970,19,16975,64
2016-10-11 08:07:00,08:07:00,08:07:56,4503,4687,16970.0,32,16975.0,63,16975.0,16980.0,16975.0,16975.0,204,50,16975,31,16980,100
2016-10-11 08:08:00,08:08:06,08:08:44,4700,4852,16975.0,56,16980.0,97,16975.0,16975.0,16975.0,16975.0,148,-70,16975,33,16980,102
2016-10-11 08:09:00,08:09:02,08:09:57,4875,5123,16975.0,29,16980.0,142,16975.0,16985.0,16970.0,16980.0,232,190,16980,57,16985,61
2016-10-11 08:10:00,08:10:02,08:10:56,5138,5336,16980.0,70,16985.0,50,16985.0,16990.0,16985.0,16990.0,247,45,16985,88,16990,79
2016-10-11 08:11:00,08:11:01,08:11:37,5344,5398,16985.0,92,16990.0,79,16990.0,16990.0,16985.0,16990.0,56,-44,16985,88,16990,86
2016-10-11 08:12:00,08:12:02,08:12:59,5427,5503,16985.0,92,16990.0,88,16985.0,16990.0,16985.0,16990.0,42,-36,16985,95,16990,118
2016-10-11 08:13:00,08:13:00,08:13:58,5507,5819,16985.0,93,16990.0,118,16985.0,17000.0,16985.0,16995.0,430,132,16990,98,16995,55
2016-10-11 08:14:00,08:14:09,08:14:59,5845,6024,16990.0,95,16995.0,55,16995.0,17000.0,16995.0,17000.0,164,62,16995,65,17000,87
2016-10-11 08:15:00,08:15:00,08:15:57,6031,6277,16995.0,58,17000.0,102,17000.0,17000.0,16995.0,17000.0,307,51,16995,79,17000,27
2016-10-11 08:16:00,08:16:03,08:16:59,6287,6467,16995.0,76,17000.0,59,17000.0,17000.0,16990.0,16990.0,205,-13,16990,51,16995,88
2016-10-11 08:17:00,08:17:11,08:17:44,6484,6541,16990.0,50,16995.0,86,16995.0,16995.0,16995.0,16995.0,29,29,16990,106,16995,57
2016-10-11 08:18:00,08:18:11,08:18:59,6589,6771,16990.0,71,16995.0,87,16995.0,16995.0,16985.0,16985.0,307,11,16985,73,16990,107
2016-10-11 08:19:00,08:19:00,08:19:58,6775,6953,16985.0,73,16990.0,127,16985.0,16990.0,16985.0,16985.0,264,-160,16985,34,16990,123
2016-10-11 08:20:00,08:20:00,08:20:55,6958,7293,16985.0,25,16990.0,123,16990.0,16995.0,16985.0,16995.0,423,63,16990,64,16995,8
