,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-09-08 08:00:00,08:00:00,08:00:59,1067,1381,16870.0,16,16875.0,60,16875.0,16875.0,16860.0,16865.0,237,-18,16865,32,16870,65
2016-09-08 08:01:00,08:01:06,08:01:58,1397,1553,16865.0,32,16870.0,85,16865.0,16870.0,16860.0,16870.0,153,43,16865,17,16870,55
2016-09-08 08:02:00,08:02:00,08:02:54,1557,1664,16865.0,17,16870.0,56,16870.0,16870.0,16865.0,16865.0,65,39,16865,72,16870,28
2016-09-08 08:03:00,08:03:00,08:03:59,1670,1887,16865.0,71,16870.0,39,16870.0,16875.0,16860.0,16865.0,229,21,16860,71,16865,4
2016-09-08 08:04:00,08:04:05,08:04:59,1900,1980,16865.0,33,16870.0,85,16865.0,16870.0,16865.0,16865.0,41,19,16865,73,16870,34
2016-09-08 08:05:00,08:05:02,08:05:55,1989,2059,16865.0,63,16870.0,86,16870.0,16870.0,16865.0,16870.0,45,19,16870,27,16875,79
2016-09-08 08:06:00,08:06:03,08:06:53,2063,2158,16870.0,28,16875.0,79,16870.0,16875.0,16865.0,16865.0,137,-25,16865,47,16870,118
2016-09-08 08:07:00,08:07:00,08:07:53,2164,2289,16865.0,46,16870.0,116,16865.0,16865.0,16860.0,16860.0,128,-48,16860,70,16865,41
2016-09-08 08:08:00,08:08:00,08:08:57,2293,2438,16860.0,70,16865.0,44,16865.0,16865.0,16860.0,16865.0,153,7,16865,5,16870,131
2016-09-08 08:09:00,08:09:05,08:09:56,2448,2681,16865.0,5,16870.0,126,16865.0,16865.0,16850.0,16855.0,331,-69,16850,80,16855,5
2016-09-08 08:10:00,08:10:02,08:10:57,2693,2861,16850.0,77,16855.0,38,16850.0,16855.0,16845.0,16845.0,199,-123,16845,73,16850,46
2016-09-08 08:11:00,08:11:00,08:11:54,2867,2969,16845.0,70,16850.0,46,16845.0,16850.0,16845.0,16850.0,132,28,16850,20,16855,49
2016-09-08 08:12:00,08:12:19,08:12:56,2998,3139,16850.0,81,16855.0,54,16850.0,16855.0,16845.0,16845.0,177,-117,16845,9,16850,90
2016-09-08 08:13:00,08:13:04,08:13:37,3145,3254,16845.0,9,16850.0,96,16850.0,16855.0,16850.0,16855.0,119,105,16850,118,16855,9
2016-09-08 08:14:00,08:14:04,08:14:41,3270,3368,16850.0,66,16855.0,43,16855.0,16855.0,16850.0,16850.0,125,-93,16845,33,16850,64
2016-09-08 08:15:00,08:15:02,08:15:57,3398,3489,16845.0,77,16850.0,67,16850.0,16855.0,16850.0,16855.0,62,38,16855,13,16860,91
2016-09-08 08:16:00,08:16:00,08:16:56,3493,3590,16855.0,13,16860.0,93,16855.0,16860.0,16850.0,16855.0,83,-23,16855,22,16860,88
2016-09-08 08:17:00,08:17:06,08:17:55,3605,3681,16855.0,9,16860.0,93,16855.0,16860.0,16850.0,16850.0,61,-59,16850,46,16855,53
2016-09-08 08:18:00,08:18:00,08:18:52,3687,3750,16850.0,47,16855.0,94,16850.0,16855.0,16850.0,16850.0,32,-26,16850,61,16855,93
2016-09-08 08:19:00,08:19:02,08:19:59,3760,3916,16850.0,61,16855.0,108,16850.0,16860.0,16850.0,16860.0,248,166,16860,79,16865,26
2016-09-08 08:20:00,08:20:02,08:20:52,3920,4093,16860.0,82,16865.0,26,16865.0,16865.0,16855.0,16860.0,222,22,16860,68,16865,75
2016-09-08 08:21:00,08:21:06,08:21:59,4116,4215,16860.0,63,16865.0,82,16860.0,16865.0,16855.0,16860.0,98,-42,16860,29,16865,90
2016-09-08 08:22:00,08:22:04,08:22:56,4227,4319,16860.0,48,16865.0,81,16860.0,16860.0,16855.0,16855.0,96,-58,16855,20,16855,62
2016-09-08 08:23:00,08:23:03,08:23:58,4321,4441,16855.0,20,16860.0,81,16855.0,16855.0,16845.0,16845.0,209,-133,16850,80,16850,32
2016-09-08 08:24:00,08:24:00,08:24:59,4445,4496,16845.0,90,16850.0,29,16850.0,16855.0,16850.0,16850.0,47,19,16850,83,16855,100
2016-09-08 08:25:00,08:25:06,08:25:59,4501,4615,16850.0,84,16855.0,101,16850.0,16855.0,16850.0,16855.0,156,-22,16855,81,16860,59
