,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2017-02-03 08:00:00,08:00:00,08:00:56,3206,3866,19015.0,105,19020.0,16,19020.0,19025.0,18995.0,19010.0,882,-38,19010,3,19015,35
2017-02-03 08:01:00,08:01:02,08:01:47,3881,4304,19010.0,44,19015.0,32,19015.0,19015.0,19000.0,19005.0,459,-134,19005,12,19010,38
2017-02-03 08:02:00,08:02:00,08:02:55,4318,4505,19005.0,41,19010.0,31,19005.0,19015.0,19005.0,19010.0,194,56,19010,28,19015,19
2017-02-03 08:03:00,08:03:10,08:03:59,4528,4662,19010.0,36,19015.0,27,19010.0,19020.0,19010.0,19020.0,98,20,19015,21,19020,47
2017-02-03 08:04:00,08:04:03,08:04:56,4669,5203,19015.0,27,19020.0,46,19020.0,19020.0,18990.0,18995.0,816,-462,18990,27,18995,62
2017-02-03 08:05:00,08:05:01,08:05:58,5211,5436,18990.0,39,18995.0,56,18995.0,19000.0,18995.0,18995.0,246,104,18990,34,18995,3
2017-02-03 08:06:00,08:06:24,08:06:51,5468,5517,18990.0,48,18995.0,63,18990.0,18995.0,18990.0,18995.0,37,7,18990,46,18995,37
2017-02-03 08:07:00,08:07:00,08:07:56,5531,5764,18990.0,43,18995.0,39,18995.0,19000.0,18995.0,18995.0,260,-58,18990,97,18995,67
2017-02-03 08:08:00,08:08:00,08:08:51,5769,5828,18990.0,99,18995.0,68,18995.0,18995.0,18990.0,18995.0,72,4,18990,83,18995,49
2017-02-03 08:09:00,08:09:01,08:09:48,5839,6033,18990.0,83,18995.0,47,18995.0,18995.0,18980.0,18985.0,286,-110,18980,57,18985,29
2017-02-03 08:10:00,08:10:02,08:10:51,6046,6240,18980.0,62,18985.0,23,18980.0,18990.0,18975.0,18975.0,217,-83,18975,31,18980,40
2017-02-03 08:11:00,08:11:03,08:11:58,6257,7062,18975.0,34,18980.0,49,18980.0,19015.0,18980.0,19005.0,1165,646,19005,33,19010,26
2017-02-03 08:12:00,08:12:04,08:12:59,7076,7255,19005.0,28,19010.0,41,19010.0,19010.0,19005.0,19010.0,124,34,19005,61,19010,25
2017-02-03 08:13:00,08:13:01,08:13:55,7258,7487,19005.0,61,19010.0,25,19010.0,19015.0,19010.0,19010.0,212,34,19005,37,19010,20
2017-02-03 08:14:00,08:14:01,08:14:56,7495,7706,19005.0,37,19010.0,20,19010.0,19020.0,19010.0,19015.0,152,24,19010,47,19015,13
2017-02-03 08:15:00,08:15:11,08:15:52,7728,7847,19010.0,85,19015.0,11,19015.0,19025.0,19010.0,19025.0,73,45,19020,35,19025,12
2017-02-03 08:16:00,08:16:02,08:16:52,7859,8051,19020.0,32,19025.0,27,19025.0,19030.0,19025.0,19030.0,142,70,19025,31,19030,31
2017-02-03 08:17:00,08:17:01,08:17:57,8060,8267,19025.0,35,19030.0,13,19030.0,19035.0,19025.0,19030.0,264,-2,19025,13,19030,36
2017-02-03 08:18:00,08:18:00,08:18:53,8270,8559,19025.0,21,19030.0,37,19025.0,19035.0,19025.0,19035.0,334,-22,19030,27,19035,21
2017-02-03 08:19:00,08:19:03,08:19:59,8572,8982,19030.0,28,19035.0,45,19035.0,19040.0,19030.0,19040.0,373,-8,19040,29,19045,41
2017-02-03 08:20:00,08:20:02,08:20:58,8987,9193,19040.0,32,19045.0,36,19040.0,19040.0,19035.0,19035.0,244,-100,19035,19,19035,21
2017-02-03 08:21:00,08:21:03,08:21:54,9196,9362,19030.0,34,19035.0,23,19035.0,19040.0,19035.0,19040.0,179,78,19035,39,19040,22
2017-02-03 08:22:00,08:22:06,08:22:36,9378,9544,19035.0,46,19040.0,23,19040.0,19050.0,19040.0,19045.0,195,49,19040,33,19045,21
2017-02-03 08:23:00,08:23:15,08:23:48,9570,9662,19040.0,42,19045.0,10,19045.0,19045.0,19045.0,19045.0,82,50,19045,10,19050,42
2017-02-03 08:24:00,08:24:03,08:24:57,9676,9838,19045.0,30,19050.0,27,19045.0,19050.0,19045.0,19050.0,142,91,19045,59,19050,4
2017-02-03 08:25:00,08:25:03,08:25:58,9849,10032,19045.0,57,19050.0,11,19045.0,19050.0,19030.0,19030.0,149,-125,19030,42,19035,15
2017-02-03 08:26:00,08:26:04,08:26:58,10039,10127,19030.0,42,19035.0,12,19035.0,19035.0,19035.0,19035.0,57,19,19030,31,19035,8
2017-02-03 08:27:00,08:27:04,08:27:47,10139,10230,19030.0,31,19035.0,27,19035.0,19035.0,19030.0,19035.0,50,40,19030,31,19035,21
2017-02-03 08:28:00,08:28:04,08:28:42,10249,10316,19030.0,29,19035.0,26,19035.0,19035.0,19030.0,19030.0,38,-2,19025,42,19030,11
2017-02-03 08:29:00,08:29:15,08:29:57,10340,10527,19025.0,43,19030.0,19,19025.0,19035.0,19025.0,19030.0,180,-1,19025,38,19030,5
