,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-06-14 08:00:00,08:00:00,08:00:59,2848,3427,15950.0,48,15955.0,51,15950.0,15965.0,15935.0,15965.0,984,-12,15960,28,15965,74
2016-06-14 08:01:00,08:01:01,08:01:59,3432,3745,15960.0,24,15965.0,87,15965.0,15965.0,15945.0,15950.0,342,1,15945,15,15950,46
2016-06-14 08:02:00,08:02:01,08:02:58,3750,4091,15945.0,12,15950.0,48,15950.0,15955.0,15940.0,15940.0,333,197,15940,23,15945,21
2016-06-14 08:03:00,08:03:03,08:03:59,4106,4316,15940.0,32,15945.0,25,15940.0,15945.0,15940.0,15940.0,182,68,15940,10,15945,24
2016-06-14 08:04:00,08:04:00,08:04:59,4320,4536,15940.0,10,15945.0,25,15940.0,15940.0,15930.0,15935.0,196,-138,15930,21,15935,28
2016-06-14 08:05:00,08:05:00,08:05:53,4537,5005,15930.0,13,15935.0,46,15935.0,15970.0,15935.0,15970.0,574,395,15970,7,15975,93
2016-06-14 08:06:00,08:06:00,08:06:59,5027,5695,15970.0,30,15975.0,91,15970.0,16010.0,15965.0,16010.0,859,516,16010,2,16015,45
2016-06-14 08:07:00,08:07:00,08:07:59,5696,6135,16005.0,56,16015.0,38,16010.0,16010.0,15990.0,16000.0,463,-2,15995,33,16000,8
2016-06-14 08:08:00,08:08:00,08:08:59,6138,6499,15995.0,33,16000.0,8,16000.0,16020.0,16000.0,16020.0,378,106,16015,29,16020,67
2016-06-14 08:09:00,08:09:06,08:09:52,6512,6701,16015.0,25,16020.0,70,16020.0,16020.0,16015.0,16015.0,234,-66,16015,25,16020,41
2016-06-14 08:10:00,08:10:01,08:10:58,6720,7036,16015.0,45,16020.0,28,16020.0,16030.0,16015.0,16030.0,368,141,16025,67,16030,37
2016-06-14 08:11:00,08:11:01,08:11:59,7043,7438,16025.0,73,16030.0,41,16030.0,16040.0,16025.0,16025.0,429,7,16020,47,16025,6
2016-06-14 08:12:00,08:12:00,08:12:56,7443,7672,16020.0,44,16025.0,8,16025.0,16025.0,16010.0,16015.0,193,-56,16010,84,16015,19
2016-06-14 08:13:00,08:13:02,08:13:59,7678,7897,16010.0,82,16015.0,23,16015.0,16015.0,16015.0,16015.0,181,101,16015,17,16020,54
2016-06-14 08:14:00,08:14:00,08:14:56,7900,8058,16015.0,17,16020.0,54,16015.0,16020.0,16015.0,16015.0,118,40,16010,85,16015,6
2016-06-14 08:15:00,08:15:00,08:15:59,8066,8428,16010.0,86,16015.0,14,16010.0,16020.0,15990.0,15990.0,504,-138,15990,3,15995,41
2016-06-14 08:16:00,08:16:01,08:16:57,8437,8680,15990.0,35,15995.0,20,15995.0,15995.0,15975.0,15975.0,199,-119,15970,28,15975,17
2016-06-14 08:17:00,08:17:00,08:17:59,8685,9020,15970.0,29,15975.0,16,15975.0,15975.0,15960.0,15965.0,382,-66,15965,37,15970,27
2016-06-14 08:18:00,08:18:06,08:18:58,9043,9316,15965.0,34,15970.0,30,15965.0,15970.0,15960.0,15960.0,303,-23,15960,8,15965,64
2016-06-14 08:19:00,08:19:00,08:19:59,9321,9837,15960.0,9,15965.0,70,15960.0,15960.0,15940.0,15940.0,749,-508,15940,2,15945,62
2016-06-14 08:20:00,08:20:00,08:20:54,9841,10394,15940.0,2,15945.0,59,15940.0,15940.0,15915.0,15925.0,813,-313,15920,43,15930,46
2016-06-14 08:21:00,08:21:00,08:21:58,10407,10788,15925.0,10,15930.0,40,15930.0,15935.0,15920.0,15930.0,506,72,15930,9,15935,36
2016-06-14 08:22:00,08:22:03,08:22:55,10800,10948,15925.0,34,15930.0,9,15930.0,15935.0,15930.0,15930.0,128,-6,15925,37,15935,46
2016-06-14 08:23:00,08:23:08,08:23:57,10966,11095,15930.0,28,15935.0,39,15930.0,15930.0,15920.0,15920.0,91,-87,15920,24,15925,22
2016-06-14 08:24:00,08:24:02,08:24:54,11104,11310,15920.0,33,15925.0,18,15920.0,15925.0,15920.0,15925.0,149,-26,15925,12,15930,49
2016-06-14 08:25:00,08:25:01,08:25:47,11326,11485,15925.0,24,15930.0,38,15930.0,15935.0,15925.0,15935.0,161,77,15930,45,15935,7
2016-06-14 08:26:00,08:26:02,08:26:59,11502,11620,15930.0,40,15935.0,20,15930.0,15940.0,15930.0,15940.0,69,67,15940,24,15945,43
2016-06-14 08:27:00,08:27:03,08:27:54,11629,11807,15940.0,32,15945.0,41,15945.0,15950.0,15945.0,15950.0,178,100,15945,22,15950,39
2016-06-14 08:28:00,08:28:04,08:28:52,11822,11955,15945.0,27,15950.0,47,15945.0,15950.0,15940.0,15945.0,87,-19,15945,28,15950,50
2016-06-14 08:29:00,08:29:00,08:29:53,11959,12115,15945.0,31,15950.0,50,15945.0,15955.0,15945.0,15955.0,106,10,15950,29,15955,9
