,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-09-23 08:00:00,08:00:00,08:00:59,5347,6296,16640.0,140,16645.0,16,16645.0,16660.0,16615.0,16630.0,1359,101,16625,32,16630,4
2016-09-23 08:01:00,08:01:00,08:01:59,6299,7212,16625.0,32,16630.0,4,16630.0,16630.0,16605.0,16610.0,1439,-342,16605,31,16610,76
2016-09-23 08:02:00,08:02:00,08:02:59,7213,7905,16605.0,28,16610.0,77,16610.0,16615.0,16605.0,16615.0,1010,41,16615,13,16620,63
2016-09-23 08:03:00,08:03:01,08:03:58,7914,8312,16615.0,26,16620.0,69,16615.0,16620.0,16615.0,16620.0,466,276,16615,60,16620,28
2016-09-23 08:04:00,08:04:06,08:04:59,8333,8856,16615.0,50,16620.0,46,16615.0,16625.0,16610.0,16625.0,656,53,16615,38,16625,7
2016-09-23 08:05:00,08:05:02,08:05:59,8859,9420,16620.0,41,16625.0,6,16625.0,16625.0,16590.0,16600.0,720,-116,16595,43,16600,14
2016-09-23 08:06:00,08:06:00,08:06:56,9421,9946,16595.0,48,16600.0,26,16600.0,16615.0,16590.0,16610.0,643,319,16610,35,16615,28
2016-09-23 08:07:00,08:07:00,08:07:57,9951,10406,16610.0,40,16615.0,27,16615.0,16625.0,16615.0,16620.0,540,126,16615,36,16620,28
2016-09-23 08:08:00,08:08:00,08:08:58,10413,10781,16615.0,30,16620.0,40,16620.0,16620.0,16595.0,16600.0,389,9,16595,13,16600,35
2016-09-23 08:09:00,08:09:01,08:09:59,10788,11252,16595.0,21,16600.0,37,16595.0,16615.0,16595.0,16610.0,466,74,16605,39,16610,32
2016-09-23 08:10:00,08:10:00,08:10:56,11257,11574,16605.0,43,16610.0,23,16610.0,16625.0,16610.0,16620.0,324,123,16620,9,16625,43
2016-09-23 08:11:00,08:11:00,08:11:55,11585,11887,16620.0,27,16625.0,38,16625.0,16625.0,16605.0,16605.0,335,46,16605,42,16610,53
2016-09-23 08:12:00,08:12:00,08:12:59,11905,12140,16605.0,32,16610.0,69,16605.0,16610.0,16605.0,16610.0,395,91,16605,30,16610,33
2016-09-23 08:13:00,08:13:01,08:13:57,12144,12350,16605.0,30,16610.0,37,16605.0,16610.0,16600.0,16600.0,183,-155,16600,6,16605,53
2016-09-23 08:14:00,08:14:00,08:14:57,12356,12592,16600.0,3,16605.0,55,16600.0,16610.0,16600.0,16610.0,204,57,16605,24,16610,44
2016-09-23 08:15:00,08:15:00,08:15:54,12600,12887,16605.0,32,16610.0,13,16610.0,16615.0,16605.0,16615.0,238,48,16610,32,16615,25
2016-09-23 08:16:00,08:16:00,08:16:53,12895,13209,16610.0,25,16615.0,39,16610.0,16620.0,16610.0,16615.0,311,186,16615,31,16620,56
2016-09-23 08:17:00,08:17:00,08:17:54,13227,13467,16615.0,57,16620.0,39,16615.0,16620.0,16610.0,16620.0,274,22,16615,38,16620,27
2016-09-23 08:18:00,08:18:05,08:18:59,13497,13725,16615.0,21,16620.0,50,16615.0,16620.0,16610.0,16610.0,304,-294,16610,24,16615,50
2016-09-23 08:19:00,08:19:01,08:19:59,13732,14025,16610.0,21,16615.0,59,16610.0,16615.0,16600.0,16605.0,423,-10,16600,43,16605,47
2016-09-23 08:20:00,08:20:00,08:20:50,14028,14295,16600.0,43,16605.0,47,16600.0,16610.0,16600.0,16600.0,313,54,16595,34,16600,32
2016-09-23 08:21:00,08:21:04,08:21:58,14321,14539,16595.0,35,16600.0,53,16600.0,16605.0,16595.0,16605.0,204,-63,16600,55,16605,30
2016-09-23 08:22:00,08:22:00,08:22:59,14543,14868,16600.0,54,16605.0,30,16605.0,16615.0,16600.0,16615.0,358,22,16615,35,16620,43
2016-09-23 08:23:00,08:23:00,08:23:57,14871,15133,16615.0,35,16620.0,43,16620.0,16625.0,16615.0,16625.0,241,23,16625,23,16630,67
2016-09-23 08:24:00,08:24:03,08:24:58,15143,15498,16625.0,52,16630.0,59,16630.0,16635.0,16630.0,16635.0,441,51,16630,97,16635,32
2016-09-23 08:25:00,08:25:01,08:25:58,15503,15904,16630.0,100,16635.0,31,16635.0,16640.0,16630.0,16640.0,482,61,16635,56,16640,40
2016-09-23 08:26:00,08:26:04,08:26:35,15919,16204,16635.0,42,16640.0,42,16640.0,16650.0,16640.0,16650.0,396,110,16645,29,16650,39
2016-09-23 08:27:00,08:27:01,08:27:50,16240,16561,16645.0,55,16650.0,37,16645.0,16650.0,16640.0,16645.0,435,-153,16640,22,16645,44
